id,checked,notes,slug,tecservices_id,organization_name,organization_type,full_address,address,city,state,zip_code,org_phone,hours,website,appointment,internet,wifi,training,pc_use_restrictions,hardware_public,assistive_technology,internet_upload,internet_download,volunteers_used,volunteers_used_how,volunteers_wanted_how,public_wifi_detail,nearest_parking,nearest_parking_detail,public_transportation_detail,time_allowed_per_user,time_allowed_per_user_detail,room_list,handicap_access_detail,friendly_description,agency_leadership_contact,agency_staff_person_contact_email,twitter_handle,training_types,flickr_tag,training_headline,training_description,training_url,october_open_house,location_leadership,location_leadership_email,pcc_staff_person,pcc_staff_person_email,latitude,longitude
33,yes,missing computer location in library and contact,brainerd-library-1350-w-89th-street,1024,Brainerd Library,Chicago Public Library,"1350 W. 89th Street Chicago, IL 60620",1350 W. 89th Street,Chicago,IL,60620,(312) 747-6291,"M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/brainerd/,0,1,1,1,,,,,,,,,,,,Metra Brainerd - Rock Island District (RI),,,,,"A wall-relief sculpture at this library entitled ""Forever Gwendolyn,"" celebrates three phases of the life of Gwendolyn Brooks, Poet Laureate of Illinois, and the first African American woman to receive the Pulitzer Prize in Poetry. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-brainerd-33,CyberNavigators are available at this library to lead computer training lessons and answer technology questions.,"CyberNavigators offer both small group classes and
one-on-one sessions at 45 library locations throughout the city. One-on-one
sessions are by appointment only and may last up to one hour.

Learn about:

Computer basics 

Email basics 

Internet basics 

Online job searching and resume writing 

Online research methods 

How to use the Chicago Public Library website, including
checking account information and renewing materials 

To view available courses at your branch, visit http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php",http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php,,,,,,41.7323691,-87.6578692
34,yes,This address is for the youth Fellowship House. Is this where the computers are located? This address is right around where the housing development is.,bridgeport-homes-844-west-32nd-street,1158,Bridgeport Homes,Chicago Housing Authority,"844 West 32nd Street Chicago, IL 60608",844 West 32nd Street,Chicago,IL,60608,(312) 674.9424,,http://www.thecha.org/pages/bridgeport_homes/50.php?devID=255,2,2,2,2,,,,,,,,,,,,Bus stop on Healstead & 32nd Street,,,,,"Built in 1943, Bridgeport Homes featured an experimental design by Burnham and Hammond. This Chicago Youth Centers Fellowship House at this development has computers available for youth and public use.","Shannon Jackson, Kristen Hamer","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-bridgeport-homes-34,,,,,Vivian Simmons,vsimmons@thecha.org,,,41.8365469,-87.6480658
35,yes,missing computer location in library and contact,brighton-park-library-4314-s-archer-avenue,1025,Brighton Park Library,Chicago Public Library,"4314 S. Archer Avenue Chicago, IL 60632",4314 S. Archer Avenue,Chicago,IL,60632,(312) 747-0666,"M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/brighton-park/,0,1,1,1,,,,,,,,,,,,Bus stop on Archer & Pope John Paul ll/43rd Street,,,,,"Brighton Park Branch opened on December 13, 1969. The facility featues 
such as architectural elements as a sky-light and a brown brick exterior. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-brighton-park-35,CyberNavigators are available at this library to lead computer training lessons and answer technology questions.,"CyberNavigators offer both small group classes and
one-on-one sessions at 45 library locations throughout the city. One-on-one
sessions are by appointment only and may last up to one hour.

Learn about:

Computer basics 

Email basics 

Internet basics 

Online job searching and resume writing 

Online research methods 

How to use the Chicago Public Library website, including
checking account information and renewing materials 

To view available courses at your branch, visit http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php",http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php,,,,,,41.8149561,-87.7031172
36,yes,missing computer location in library and contact,bucktown-wicker-park-library-1701-n-milwaukee-avenue,1026,Bucktown-Wicker Park Library,Chicago Public Library,"1701 N. Milwaukee Avenue Chicago, IL 60647",1701 N. Milwaukee Avenue,Chicago,IL,60647,(312) 744-6022,"M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/bucktown-wicker-park/,0,1,1,0,,,,,,,,,,,,CTA Damen-O'Hare - Blue line (5 min walk) & bus stop on Milwaukee & Wabansia,,,,,"The branch features environmentally sustainable construction under the 
LEED Green Building 
Rating System, developed by the U.S. Green Building Council. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-bucktown-wicker-park-36,,,,,,,,,41.9122395,-87.6803424
37,yes,missing computer location in library and contact,budlong-woods-library-5630-n-lincoln-avenue,1027,Budlong Woods Library,Chicago Public Library,"5630 N. Lincoln Avenue Chicago, IL 60659",5630 N. Lincoln Avenue,Chicago,IL,60659,(312) 742-9590,"M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/budlong-woods/,0,1,1,0,,,,,,,,,,,,Bus stop on Lincoln & Bryan Mawr,,,,,"The branch takes its name from Lyman A. Budlong, who founded a local pickle farm in the 1800s. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-budlong-woods-37,,,,,,,,,41.9837218,-87.6961201
38,yes,missing computer location in library and contact,canaryville-library-642-w-43rd-street,1028,Canaryville Library,Chicago Public Library,"642 W. 43rd Street Chicago, IL 60609",642 W. 43rd Street,Chicago,IL,60609,(312) 747-0644,M: 12-8PM; TU: 10AM-6PM; W: 12PM-8PM; TH: 10AM-6PM; F: 9AM-5PM; SA: 9AM-5PM; SU: CLOSED,http://www.chipublib.org/branch/details/library/canaryville/,0,1,1,1,,,,,,,,,,,,Bus stop on Halstead & 43rd Street,,,,,This library participates in the CyberNavigator program. http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php,Ulo Ormiste,uormiste@chipublib.org,,,pcc-canaryville-38,CyberNavigators are available at this library to lead computer training lessons and answer technology questions.,"CyberNavigators offer both small group classes and
one-on-one sessions at 45 library locations throughout the city. One-on-one
sessions are by appointment only and may last up to one hour.

Learn about:

Computer basics 

Email basics 

Internet basics 

Online job searching and resume writing 

Online research methods 

How to use the Chicago Public Library website, including
checking account information and renewing materials 

To view available courses at your branch, visit http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php",http://www.chipublib.org/eventsprog/programs/cyber_nav_branches.php,,,,,,41.8162346,-87.6425495
39,yes,not lumity,cap--dcfs-transitional-jobs-program-7723-south-kedzie-suite-d-and-e,,CAP- DCFS Transitional Jobs Program,Community Technology Center,"7723 South Kedzie, Suite D&E Chicago, IL 60653","7723 South Kedzie, Suite D&E",Chicago,IL,60653,(773) 863-5089,M-F: 8AM-5PM,http://www.youthincare.illinois.gov/Money_Job/CommunityAssistancePrograms.htm,1,1,0,1,,,,,,,,,,,,Metra Wrightwood - SouthWest Service (SWS) & bus stop on Kedzie & 77th Street,,,,,,,"kkennedy@lumity.org,  jcarter@lumity.org",,,pcc-caps---kedzie-39,,,,,,,,,41.7530968,-87.70256
40,yes,not lumity,career-pathways-resource-center-950-east-61st-street,,Career Pathways Resource Center,Community Technology Center,"950 East 61st Street Chicago, IL 60637",950 East 61st Street,Chicago,IL,60637,(773) 752-0687,M-F: 9AM-5PM,http://www.thecaraprogram.org,2,1,0,1,,,,,,,,,,,,CTA East 63rd - Cottage Grove & bus stop on 61st & Ingleside,,,,,"The Career Pathways Resource Center, located at the Woodlawn Social Services Center, has a computer lab available for public use.",,"kkennedy@lumity.org,  jcarter@lumity.org",,,pcc-career-pathways-resource-40,Workshops,"Workshops are offered on subjects such as: resume writing, job applications; professionalism; and effective interviewing. Please call for details on workshop offerings and schedule.",,,,,,,41.7840921,-87.6024617
41,yes,I can't find any mention of this address except as a Google map location,cares-chicago-3333-w-arthington-suite-139,1128,CARES Chicago,WorkNet Chicago,"3333 W. Arthington, Suite 139 Chicago, IL 60624","3333 W. Arthington, Suite 139",Chicago,IL,60624,,,http://www.careschicago.org/,0,1,0,1,,,,,,,,,,,,CTA Kedzie-Homan - Blue line & bus stop on Homan & Arthington,,,,,,John Mikols,John.Mikols@cityofchicago.org,,,pcc-cares-chicago-41,,,,,,,,,41.869682,-87.7096229
42,yes,not lumity,carlos-fuentes-charter-school-2845-w-barry,,Carlos Fuentes Charter School,Community Technology Center,"2845 W Barry Chicago, IL 60618",2845 W Barry,Chicago,IL,60618,(773) 279-9826,M-TH: 5PM-8PM,http://unocharterschools.org/uscn_campuses.aspx,2,1,1,1,,,,,,,,,,,,Bus stop on California & Barry,,,,,,,"kkennedy@lumity.org, jcarter@lumity.org",,,pcc-carlos-fuentes-school-42,,,,,Joanne Tanner,,,,41.937491,-87.699636
43,yes,updated per Jonathon,casa-central-1335-n-california,,Casa Central,Community Technology Center,"1335 N. California Chicago, IL 60622",1335 N. California,Chicago,IL,60622,(773) 782-8859,M: 12PM-7PM; TU: 10AM-7PM; W: 1PM-7PM; TH: 10AM-12PM & 3PM-7PM; SA: 10AM-2:30PM,http://www.casacentral.org/programs/Community-Technology-Center,0,1,0,1,,,,,,,,,,,,Bus stop on California & Evergreen,,,,,"Community residents and Casa Central employees may access the 
Center and receive free basic computer skills training. Adult participants 
can use the Center to prepare resumes, search for jobs online, learn how
 to set up a free e-mail account, and much more.","kara Kennedy, Jonathon Carter","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-casa-central-43,Computer education and access is provided to children and youth from Casa Central's after school programs and community members.,"A Computer Trainer teaches children and youth basic computer skills that
 assist them in fulfilling academic requirements and preparing them for 
the work place. The Trainer follows curricula developed specifically for
 our after-school participants, introducing them to Windows applications
 and engaging them in projects that encourage computer mastery through 
practice. The Computer Trainer also offers ongoing individualized help 
with homework, special school projects, on-line search activities, and 
vocational preparation. Training sessions are free and offered in both Spanish and English.",,,Pablo F. Castro,pfcastro@casacentral.org,Pablo F. Castro,pfcastro@casacentral.org,41.9058599,-87.696534
45,yes,not lumity,center-for-working-families-the-cara-program-4804---4806-south-cottage-grove-avenue,,Center for Working Families (The Cara Program),Community Technology Center,"4804 - 4806 South Cottage Grove Avenue Chicago, IL 60615",4804 - 4806 South Cottage Grove Avenue,Chicago,IL,60615,(773) 924-2205,M-F: 9AM-5PM,http://www.thecaraprogram.org,2,1,0,1,,,,,,,,,,,,Bus stop on Cottage Grove & 48th Street,,,,,"There are computers available for public use at this Center for Working Families, run by the CARA Program.",,"kkennedy@lumity.org,  jcarter@lumity.org",,,pcc-center-for-working-45,,,,,,,,,41.8074589,-87.606524
46,yes,,central-west-regional-center-2102-w-ogden,1113,Central West Regional Center,Senior Center,"2102 W. Ogden Chicago, IL 60612",2102 W. Ogden,Chicago,IL,60612,(312) 746-5300,M-F: 8:30AM-4:30PM,http://www.cityofchicago.org/city/en/depts/fss/supp_info/regional_center_information.html,0,1,1,1,Senior 60 and older,4,not purchased yet,1.5 Mbps,1.0 Mbps,yes,general senior center duties,,Free Wifi,Free,Need to have permit,Bus stop on 2120 W Ogden,Varies by availability,lab time during the week,,Automatic doors,"Chicago Department of Family and Support Services (CDFSS) Regional
and Satellite Senior Centers offer public computer access and digital literacy training. The centers are community focal points where older adults come
together for services and activities that reflect their experience and skills,
respond to their diverse needs and interests, enhance their dignity, supports
their independence, and encourage their involvement in and with the center and
the community.",John Mikols,John.Mikols@cityofchicago.org,,,pcc-central-west-senior-46,,,,,Patricia Stovall,pstovall@cityofchicago.org,,,41.870543,-87.678899
47,yes,not lumity,centro-romero-6216-n-clark-st,,Centro Romero,Community Technology Center,"6216 N. Clark St Chicago, IL 60660",6216 N. Clark St,Chicago,IL,60660,(773) 508-5300,"M-F: 9AM - 9PM
SA: 9AM - 2PM",http://www.centroromero.org,1,1,1,1,,,,,,,,,,,,Bus stop on Clark & Granville,,,,,,"Kara Kennedy, Jonathon Carter","kkennedy@lumity.org,  jcarter@lumity.org",,,pcc-centro-romero-47,Computer classes,"Centro Romero offers classes and activities that help build the skills and knowledge 
of participants in Centro Romero Programs with computers. We provide:
 
Classes offered at Centro Romero include: eight-week in hands on computer classes (Spanish); Basic Computer Skills (Spanish); Internet Search & safety (Spanish); MS Word/ MS Publisher & MS Power Point Basic classes (Spanish) 
 
After the 8 weeks of Beginner Computer Classes, the students have the option 
of continuing and second level class, which is another 8 weeks. Other 
students who would like to further expand their knowledge are referred 
to other organizations / centers that provide advanced computer classes.
 Centro Romero wants to help students obtain knowledge that can help 
them with their work and their daily lives. We give them the tools and 
encourage them to use it in their personal and professional lives.
 
Class time vary depending on what program students were first enrolled in, at
 the moment ALL Computer Class students are from the various programs in
 Centro Romero.",,,,,Andrea Palacios,a.palacios@centroromero.org,41.9953124,-87.6704057
48,yes,"confirmed existence of place, but nothing about computers",cfl-workers-assistance-committee-130-e-randolph-suite-2600,1129,CFL/Workers Assistance Committee,WorkNet Chicago,"130 E. Randolph, Suite 2600 Chicago, IL 60601","130 E. Randolph, Suite 2600",Chicago,IL,60601,312-564-9431,M-F: 9AM-4:30PM,http://www.cflwac.org/contact/offices,2,1,2,2,"No computer games, gambling and pornography",8,We do not have assistive technology.,1.5 Mbps,18 Mbps,no,,We would be interested in learning more about how volunteers are being utilized at other organizations.,"Password protected, strong signal accessible throughout office.",Paid,"As we are located downtown, there is paid parking available in the Prudential Plaza and potential street parking.","various El stations and bus routes, metra",unlimited,Unlimited time between hours of operation,,The building is handicap accessible with elevators and doorbells at office entrance if assistance is needed.,,John Mikols,john.Mikols@cityofchicago.org,,,pcc-cfl-workers-assistance-committee-48,,,,,,,,,41.8850344,-87.6224041
